Budget,Language,Country,Year,Name,Rate,Genre
7000000,en,United States of America,2015,Freeheld,7.1,Romance
7000000,en,United States of America,2015,Criminal Activities,5.8,Thriller
7500000,en,United States of America,2015,Pound of Flesh,5.4,Action
8000000,en,United States of America,2015,Careful What You Wish For,5.8,Drama
8000000,en,United States of America,2015,A Walk in the Woods,5.7,Adventure
8000000,en,United States of America,2015,Anomalisa,6.9,Animation
8500000,en,United States of America,2015,The DUFF,6.8,Romance
8900000,en,United States of America,2015,Heist,5.6,Crime
9500000,en,United States of America,2015,Re-Kill,4.8,Horror
9600000,en,United States of America,2015,Truth,6.5,Drama
10000000,en,United States of America,2015,Vice,4.1,Thriller
10000000,en,United States of America,2015,The Second Best Exotic Marigold Hotel,6.3,Drama
10000000,en,United States of America,2015,Into the Grizzly Maze,5.1,Action
10000000,en,United States of America,2015,Danny Collins,6.6,Comedy
10000000,en,United States of America,2015,While We're Young,5.8,Comedy
10000000,en,United States of America,2015,Insidious: Chapter 3,6.3,Drama
10000000,en,United States of America,2015,Strangerland,5.1,Drama
10000000,en,United States of America,2015,Sinister 2,5.5,Horror
10000000,en,United States of America,2015,Hardcore Henry,6.2,Action
10000000,en,United States of America,2015,Paranormal Activity: The Ghost Dimension,5,Horror
10000000,en,United States of America,2015,By the Sea,5.4,Drama
11000000,en,United States of America,2015,Tracers,5.9,Action
11000000,en,United States of America,2015,Woman in Gold,7.3,Drama
11000000,en,United States of America,2015,Louder Than Bombs,6.7,Drama
11000000,en,United States of America,2015,Irrational Man,6.3,Mystery
11000000,en,United States of America,2015,Forsaken,5.8,Western
11000000,en,United States of America,2015,Brooklyn,7.2,Drama
11800000,en,United States of America,2015,Carol,7.3,Romance
11930000,en,United States of America,2015,The Dressmaker,6.9,Drama
12000000,en,United States of America,2015,Project Almanac,6.4,Science Fiction
12000000,en,United States of America,2015,Tale of Tales,6.1,Romance
12000000,en,United States of America,2015,Paper Towns,6.1,Drama
12000000,en,United States of America,2015,Life,5.9,Drama
12000000,en,United States of America,2015,The Perfect Guy,5.6,Drama
12000000,en,United States of America,2015,Woodlawn,6.8,Drama
12796917,en,United States of America,2015,Blinky Bill the Movie,5,Family
13000000,en,United States of America,2015,The Vatican Tapes,4.6,Thriller
13000000,en,United States of America,2015,Eye in the Sky,7.2,Drama
13500000,en,United States of America,2015,Stonewall,5.2,Drama
14000000,en,United States of America,2015,Hot Tub Time Machine 2,5,Comedy
14000000,en,United States of America,2015,Suffragette,7.1,Drama
14800000,en,United States of America,2015,Magic Mike XXL,6.2,Comedy
15000000,en,United States of America,2015,Ex Machina,7.6,Drama
15000000,en,United States of America,2015,Macbeth,6.4,History
15000000,en,United States of America,2015,Queen of the Desert,6.1,Drama
15000000,en,United States of America,2015,Rock the Kasbah,5.2,Comedy
15000000,en,United States of America,2015,Scouts Guide to the Zombie Apocalypse,6.2,Comedy
15000000,en,United States of America,2015,Trumbo,7.3,Drama
15000000,en,United States of America,2015,Krampus,5.9,Horror
15000000,en,United States of America,2015,The Danish Girl,7.4,Drama
16000000,en,United States of America,2015,Equals,5.9,Drama
17000000,en,United States of America,2015,Love the Coopers,5.4,Comedy
18000000,en,United States of America,2015,Ricki and the Flash,5.6,Comedy
19000000,en,United States of America,2015,Pawn Sacrifice,6.7,Thriller
19500000,en,United States of America,2015,Secret in Their Eyes,6.2,Crime
20000000,en,United States of America,2015,Superfast!,4.5,Action
20000000,en,United States of America,2015,Dark Places,5.7,Drama
20000000,en,United States of America,2015,Little Boy,7,Comedy
20000000,en,United States of America,2015,Survivor,5.4,Thriller
20000000,en,United States of America,2015,Max,6.8,Adventure
20000000,en,United States of America,2015,Momentum,5.9,Action
20000000,en,United States of America,2015,Burnt,6.3,Drama
20000000,en,United States of America,2015,Spotlight,7.8,Drama
20000000,en,United States of America,2015,My All American,6.8,Drama
21000000,en,United States of America,2015,Robot Overlords,4.8,Adventure
22800000,en,United States of America,2015,MindGamers,6,Action
23000000,en,United States of America,2015,The Wedding Ringer,6.5,Comedy
25000000,en,United States of America,2015,The Age of Adaline,7.4,Fantasy
25000000,en,United States of America,2015,The 33,6,Drama
25000000,en,United States of America,2015,The Transporter Refueled,5.3,Thriller
25000000,en,United States of America,2015,Legend,6.7,Crime
25000000,en,United States of America,2015,The Night Before,6.1,Comedy
26000000,en,United States of America,2015,Accidental Love,3.9,Romance
26000000,en,United States of America,2015,Self/less,6.3,Science Fiction
27000000,en,United States of America,2015,The Lovers,4.8,Action
28000000,en,United States of America,2015,Straight Outta Compton,7.7,Drama
28000000,en,United States of America,2015,American Ultra,6,Comedy
28000000,en,United States of America,2015,Our Brand Is Crisis,5.8,Comedy
28000000,en,United States of America,2015,The Big Short,7.3,Comedy
29000000,en,United States of America,2015,Pitch Perfect 2,6.8,Comedy
30000000,en,United States of America,2015,Wild Card,5.4,Thriller
30000000,en,United States of America,2015,Entourage,6.2,Comedy
30000000,en,United States of America,2015,Southpaw,7.3,Action
30000000,en,United States of America,2015,Sicario,7.2,Action
30000000,en,United States of America,2015,Steve Jobs,6.8,Drama
30000000,en,United States of America,2015,Sisters,5.8,Comedy
31000000,en,United States of America,2015,Vacation,6.1,Comedy
34000000,en,United States of America,2015,The Longest Ride,7.3,Drama
35000000,en,United States of America,2015,Unfinished Business,5,Comedy
35000000,en,United States of America,2015,Hot Pursuit,5.4,Action
35000000,en,United States of America,2015,Poltergeist,5,Horror
35000000,en,United States of America,2015,Trainwreck,5.9,Comedy
35000000,en,United States of America,2015,Hitman: Agent 47,5.5,Action
35000000,en,United States of America,2015,The Intern,7.1,Comedy
35000000,en,United States of America,2015,The Walk,6.9,Adventure
35000000,en,United States of America,2015,Concussion,7,Drama
37000000,en,United States of America,2015,Aloha,5.2,Drama
37000000,en,United States of America,2015,Creed,7.3,Drama
38000000,en,United States of America,2015,Paul Blart: Mall Cop 2,5,Action
40000000,en,United States of America,2015,Fifty Shades of Grey,5.2,Drama
40000000,en,United States of America,2015,The Gunman,5.5,Action
40000000,en,United States of America,2015,Get Hard,5.9,Comedy
40000000,en,United States of America,2015,Bridge of Spies,7.2,Thriller
40000000,en,United States of America,2015,Victor Frankenstein,5.6,Drama
44000000,en,United States of America,2015,The Hateful Eight,7.6,Crime
49000000,en,United States of America,2015,Chappie,6.6,Crime
50000000,en,United States of America,2015,Run All Night,6.3,Action
50000000,en,United States of America,2015,Child 44,6.1,Crime
50000000,en,United States of America,2015,Daddy's Home,5.8,Comedy
50100000,en,United States of America,2015,Focus,6.7,Romance
53000000,en,United States of America,2015,Black Mass,6.3,Crime
55000000,en,United States of America,2015,Everest,6.7,Adventure
55000000,en,United States of America,2015,Crimson Peak,6.4,Mystery
58000000,en,United States of America,2015,Goosebumps,6.2,Adventure
60000000,en,United States of America,2015,Mortdecai,5.4,Comedy
60000000,en,United States of America,2015,The Ridiculous 6,4.9,Comedy
60000000,en,United States of America,2015,Joy,6.4,Drama
61000000,en,United States of America,2015,Maze Runner: The Scorch Trials,6.5,Action
64000000,en,United States of America,2015,The Little Prince,7.6,Adventure
65000000,en,United States of America,2015,Spy,6.9,Action
68000000,en,United States of America,2015,Ted 2,6.2,Comedy
70000000,en,United States of America,2015,Blackhat,5.1,Crime
74000000,en,United States of America,2015,The SpongeBob Movie: Sponge Out of Water,5.7,Animation
74000000,en,United States of America,2015,Minions,6.4,Family
75000000,en,United States of America,2015,The Man from U.N.C.L.E.,7.1,Comedy
80000000,en,United States of America,2015,Hotel Transylvania 2,6.7,Animation
81000000,en,United States of America,2015,Kingsman: The Secret Service,7.6,Crime
88000000,en,United States of America,2015,Pixels,5.6,Action
90000000,en,United States of America,2015,The Last Witch Hunter,5.7,Fantasy
95000000,en,United States of America,2015,Cinderella,6.7,Romance
99000000,en,United States of America,2015,The Peanuts Movie,6.5,Animation
100000000,en,United States of America,2015,In the Heart of the Sea,6.5,Thriller
105000000,en,United States of America,2015,Point Break,5.5,Action
108000000,en,United States of America,2015,The Martian,7.6,Drama
110000000,en,United States of America,2015,Insurgent,6.2,Adventure
110000000,en,United States of America,2015,San Andreas,6,Action
120000000,en,United States of America,2015,Fantastic Four,4.4,Action
130000000,en,United States of America,2015,Ant-Man,7,Science Fiction
135000000,en,United States of America,2015,Home,6.8,Fantasy
135000000,en,United States of America,2015,The Revenant,7.3,Western
150000000,en,United States of America,2015,Mad Max: Fury Road,7.3,Action
150000000,en,United States of America,2015,Jurassic World,6.5,Action
150000000,en,United States of America,2015,Mission: Impossible - Rogue Nation,7.1,Action
150000000,en,United States of America,2015,Pan,5.9,Adventure
155000000,en,United States of America,2015,Terminator Genisys,5.8,Science Fiction
160000000,en,United States of America,2015,The Hunger Games: Mockingjay - Part 2,6.6,Action
175000000,en,United States of America,2015,Inside Out,7.9,Drama
175000000,en,United States of America,2015,The Good Dinosaur,6.6,Adventure
176000003,en,United States of America,2015,Jupiter Ascending,5.2,Science Fiction
190000000,en,United States of America,2015,Furious 7,7.3,Action
190000000,en,United States of America,2015,Tomorrowland,6.2,Adventure
245000000,en,United States of America,2015,Spectre,6.3,Action
245000000,en,United States of America,2015,Star Wars: The Force Awakens,7.5,Action
280000000,en,United States of America,2015,Avengers: Age of Ultron,7.3,Action
30000000,en,United States of America,2016,Bad Girl,8,Thriller
30000000,en,United States of America,2016,On the Brain,4,Crime
30000000,en,United States of America,2016,Bad Ben,5,Horror
30000000,en,United States of America,2016,Traceroute,8.7,Comedy
30000000,en,United States of America,2016,Enemies with Benefits,0,Comedy
30000000,en,United States of America,2016,HyperNormalisation,8.1,Documentary
30000000,en,United States of America,2016,Night of Something Strange,6.1,Comedy
30000000,en,United States of America,2016,It's All Good,0,Comedy
30000000,en,United States of America,2016,Space Cop,3.7,Action
100000,en,United States of America,2016,Banking on Bitcoin,7,Documentary
220093,en,United States of America,2016,Pure Pwnage: Teh Movie,8.4,Comedy
430000,en,United States of America,2016,Brexit: The Movie,6.3,Documentary
500000,en,United States of America,2016,No Letting Go,8.3,
500000,en,United States of America,2016,The Amityville Terror,4.4,Horror
500000,en,United States of America,2016,Independents' Day,3.9,Action
500000,en,United States of America,2016,Redistributors,5.1,Thriller
550000,en,United States of America,2016,Bleed,4.3,Horror
600000,en,United States of America,2016,Raising the Bar,6,Family
700000,en,United States of America,2016,White Girl,5.5,Drama
750000,en,United States of America,2016,Adulterers,5.2,Thriller
1000000,en,United States of America,2016,Love Finds You in Valentine,6.4,Drama
1000000,en,United States of America,2016,Dirty Lies,6.7,Action
1000000,en,United States of America,2016,Creative Control,5.4,Drama
1000000,en,United States of America,2016,Cyborg X,4.6,Action
1000000,en,United States of America,2016,Operation Avalanche,6.5,Thriller
1150118,en,United States of America,2016,Girl Asleep,6.9,Fantasy
1500000,en,United States of America,2016,Who's Driving Doug,6,Drama
1500000,en,United States of America,2016,31,4.9,Horror
1500000,en,United States of America,2016,I'm Not Ashamed,7,Drama
1600000,en,United States of America,2016,How to Let Go of the World and Love All the Things Climate Can't Change,4,Documentary
1600000,en,United States of America,2016,Late Bloomer,6.7,
2000000,en,United States of America,2016,Daylight's End,5.3,Action
2000000,en,United States of America,2016,The Dog Lover,5.3,Drama
2000000,en,United States of America,2016,Down Under,7.2,Comedy
2000000,en,United States of America,2016,Tramps,6.4,Comedy
2000000,en,United States of America,2016,Hacker,6.4,Crime
2480421,en,United States of America,2016,Lazer Team,5.7,Action
2500000,en,United States of America,2016,Jimmy Vestvood: Amerikan Hero,5.4,Comedy
2700000,en,United States of America,2016,The Monster,5.4,Drama
3000000,en,United States of America,2016,Love & Friendship,6.4,Comedy
3000000,en,United States of America,2016,Swiss Army Man,6.8,Comedy
3000000,en,United States of America,2016,The Childhood of a Leader,5.9,Drama
