Budget,Language,Country,Year,Name,Rate,Genre
1000000,en,United States of America,2006,An Inconvenient Truth,6.7,Documentary
1000000,en,United States of America,2006,Special,6.6,Drama
1000000,en,United States of America,2006,In Her Line of Fire,3.3,Action
1000000,en,United States of America,2006,Alone With Her,6.2,Crime
1000000,en,United States of America,2006,The chosen,5.3,Drama
1000000,en,United States of America,2006,Android Apocalypse,4.1,Science Fiction
1000000,en,United States of America,2006,Who Killed the Electric Car?,7.2,Documentary
1000000,en,United States of America,2006,Waltzing Anna,7,Drama
1066480,en,United States of America,2006,Chain Reaction,5.9,Horror
1200000,en,United States of America,2006,The Second Chance,4.9,Drama
1200000,en,United States of America,2006,Open Water 2: Adrift,5.2,Drama
1500000,en,United States of America,2006,Devil's Den,4.8,Action
1500000,en,United States of America,2006,Canvas,6.1,Drama
2000000,en,United States of America,2006,Zyzzyx Road,4,Thriller
2000000,en,United States of America,2006,The TV Set,6,Comedy
2000000,en,United States of America,2006,Shortbus,6.3,Romance
2000000,en,United States of America,2006,Ten Canoes,6.7,Adventure
2000000,en,United States of America,2006,When the Levees Broke: A Requiem in Four Acts,7,Documentary
2000000,en,United States of America,2006,Sherrybaby,6.3,Drama
2000000,en,United States of America,2006,Death of a President,5.7,Documentary
2000000,en,United States of America,2006,The Unseeable,6.8,Drama
2380000,en,United States of America,2006,This Is England,7.4,Drama
2500000,en,United States of America,2006,Marilyn Hotchkiss' Ballroom Dancing & Charm School,5.1,Comedy
2500000,en,United States of America,2006,A Job to Kill For,0,Drama
2980000,en,United States of America,2006,Disaster!,4.6,Action
3000000,en,United States of America,2006,5ive Girls,4.4,Horror
3000000,en,United States of America,2006,Heartstopper,4.3,Horror
3000000,en,United States of America,2006,The Cutting Edge: Going for the Gold,5.5,Comedy
3000000,en,United States of America,2006,Cinematographer Style,6.3,Documentary
3250000,en,United States of America,2006,Local Color,6.1,Drama
3500000,en,United States of America,2006,Winter Passing,6.7,Comedy
3500000,en,United States of America,2006,The Black Hole,3.4,Science Fiction
3700000,en,United States of America,2006,Unknown,6.4,Crime
4000000,en,United States of America,2006,Bug,6,Horror
4000000,en,United States of America,2006,Pudhupettai,8,
4000000,en,United States of America,2006,Heavens Fall,5.5,Crime
4000000,en,United States of America,2006,Scoop,6.4,Comedy
4000000,en,United States of America,2006,The History Boys,6.6,Comedy
4000000,en,United States of America,2006,The Conclave,6.5,Drama
4000000,en,United States of America,2006,Let's Go to Prison,5.5,Comedy
4200000,en,United States of America,2006,High School Musical,6.1,Comedy
4300000,en,United States of America,2006,Johnny Was,4,Action
5000000,en,United States of America,2006,No. 2,6.5,Comedy
5000000,en,United States of America,2006,End Game,5.3,Action
5000000,en,United States of America,2006,The Oh in Ohio,5.8,Comedy
5000000,en,United States of America,2006,Clerks II,6.9,Comedy
5000000,en,United States of America,2006,Like Mike 2: Streetball,3.6,Comedy
5000000,en,United States of America,2006,Hood of Horror,4.2,Action
5000000,en,United States of America,2006,Trailer Park Boys: The Movie,6.8,Comedy
5000000,en,United States of America,2006,0.45,5.2,Drama
5800000,en,United States of America,2006,Crossover,4.2,Action
6000000,en,United States of America,2006,Come Early Morning,5.9,Drama
6000000,en,United States of America,2006,Madea's Family Reunion,6,Drama
6000000,en,United States of America,2006,Wendy Wu: Homecoming Warrior,5.4,Action
6000000,en,United States of America,2006,Valley of Flowers,7.4,Adventure
6000000,en,United States of America,2006,The Last King of Scotland,7.4,Drama
6200000,en,United States of America,2006,I-See-You.Com,4.1,Comedy
6500000,en,United States of America,2006,The Wind That Shakes the Barley,7.1,Drama
6500000,en,United States of America,2006,Friends with Money,5.1,Comedy
6500000,en,United States of America,2006,The Work and the Glory III: A House Divided,7.5,Drama
7000000,en,United States of America,2006,Factory Girl,6.2,Drama
8000000,en,United States of America,2006,Altered,5,Horror
8000000,en,United States of America,2006,10th & Wolf,6.3,Action
8000000,en,United States of America,2006,Akeelah and the Bee,6.7,Drama
8000000,en,United States of America,2006,See No Evil,4.8,Horror
8000000,en,United States of America,2006,Little Miss Sunshine,7.5,Comedy
8000000,en,United States of America,2006,Fido,6.6,Romance
8300000,en,United States of America,2006,Pledge This!,2.7,Comedy
8700000,en,United States of America,2006,A Scanner Darkly,6.8,Animation
9000000,en,United States of America,2006,Stay Alive,5.3,Horror
9000000,en,United States of America,2006,Air Buddies,5.5,Adventure
9000000,en,United States of America,2006,Black Christmas,4.8,Horror
9364800,en,United States of America,2006,Hogfather,6.9,Drama
9500000,en,United States of America,2006,Walkout,4.3,Drama
10000000,en,United States of America,2006,A Prairie Home Companion,6.4,Drama
10000000,en,United States of America,2006,Rescue Dawn,6.9,Adventure
10000000,en,United States of America,2006,Saw III,6.1,Horror
10000000,en,United States of America,2006,Turistas,5.3,Horror
11000000,en,United States of America,2006,Copying Beethoven,6.3,Drama
11000000,en,United States of America,2006,Jackass Number Two,6.4,Action
11000000,en,United States of America,2006,Dhoom 2,5.9,Drama
12000000,en,United States of America,2006,Snow Cake,7.3,Romance
12000000,en,United States of America,2006,Aquamarine,5.8,Fantasy
12000000,en,United States of America,2006,Merlin's Apprentice,5,Adventure
12000000,en,United States of America,2006,Step Up,6.7,Music
12000000,en,United States of America,2006,Crank,6.6,Action
12000000,en,United States of America,2006,The Namesake,6.8,Drama
12000000,en,United States of America,2006,Employee of the Month,5.4,Comedy
12000000,en,United States of America,2006,Running with Scissors,5.8,Drama
12000000,en,United States of America,2006,The Santa Clause 3: The Escape Clause,5,Comedy
12000000,en,United States of America,2006,For Your Consideration,5.9,Comedy
12000000,en,United States of America,2006,Home of the Brave,5.5,Action
13000000,en,United States of America,2006,Find Me Guilty,6.5,Drama
13000000,en,United States of America,2006,The Astronaut Farmer,6.2,Adventure
13000000,en,United States of America,2006,Infamous,6.4,Drama
14000000,en,United States of America,2006,The Curse of King Tut's Tomb,3.7,Action
15000000,en,United States of America,2006,When a Stranger Calls,5.4,Horror
15000000,en,United States of America,2006,Penelope,6.5,Fantasy
15000000,en,United States of America,2006,The Hills Have Eyes,6.1,Horror
15000000,en,United States of America,2006,Mercenary for Justice,4.3,Action
15000000,en,United States of America,2006,The Detonator,4.2,Action
15000000,en,United States of America,2006,United 93,6.9,Drama
15000000,en,United States of America,2006,The Queen,6.8,Drama
15000000,en,United States of America,2006,Flicka,6.1,Drama
15000000,en,United States of America,2006,The Return,5.1,Drama
15000000,en,United States of America,2006,Black Snake Moan,6.6,Drama
15000000,en,United States of America,2006,Notes on a Scandal,6.9,Drama
15500000,en,United States of America,2006,Slither,6.3,Comedy
15500000,en,United States of America,2006,It's a Boy Girl Thing,6.3,Comedy
16000000,en,United States of America,2006,The Texas Chainsaw Massacre: The Beginning,5.9,Horror
16800000,en,United States of America,2006,Fur: An Imaginary Portrait of Diane Arbus,5.8,Drama
17000000,en,United States of America,2006,Running Scared,7,Action
17000000,en,United States of America,2006,American Dreamz,4.9,Comedy
17000000,en,United States of America,2006,Southland Tales,5.2,Comedy
17000000,en,United States of America,2006,Smokin' Aces,6.4,Action
17500000,en,United States of America,2006,Beerfest,5.8,Comedy
18000000,en,United States of America,2006,John Tucker Must Die,5.9,Comedy
18000000,en,United States of America,2006,Seraphim Falls,6.4,Western
18000000,en,United States of America,2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,Comedy
19000000,en,United States of America,2006,Letters from Iwo Jima,7.2,Action
19400000,en,United States of America,2006,The Painted Veil,7.1,Drama
20000000,en,United States of America,2006,Date Movie,3.6,Comedy
20000000,en,United States of America,2006,She's the Man,6.4,Comedy
20000000,en,United States of America,2006,ATL,6,Drama
20000000,en,United States of America,2006,The Covenant,5.2,Action
20000000,en,United States of America,2006,The Last Kiss,5.9,Comedy
20000000,en,United States of America,2006,School for Scoundrels,5.6,Comedy
20000000,en,United States of America,2006,Man of the Year,5.8,Comedy
20000000,en,United States of America,2006,The Grudge 2,5.3,Horror
20000000,en,United States of America,2006,The Marine,5,Action
20000000,en,United States of America,2006,One Night with the King,6.1,Drama
21000000,en,United States of America,2006,Bordertown,6.2,Crime
21000000,en,United States of America,2006,DOA: Dead or Alive,5,Adventure
22000000,en,United States of America,2006,The Stone Council,5,Adventure
22000000,en,United States of America,2006,Tenacious D in The Pick of Destiny,6.5,Comedy
23000000,en,United States of America,2006,Accepted,6.2,Comedy
24000000,en,United States of America,2006,The Fox and the Hound 2,5.6,Adventure
24000000,en,United States of America,2006,Rocky Balboa,6.5,Drama
25000000,en,United States of America,2006,Final Destination 3,5.8,Horror
25000000,en,United States of America,2006,The Contract,5.5,Drama
25000000,en,United States of America,2006,The Omen,5.3,Drama
25000000,en,United States of America,2006,Babel,6.9,Drama
25000000,en,United States of America,2006,The Hoax,6.4,Comedy
25000000,en,United States of America,2006,Catch and Release,5.8,Comedy
26000000,en,United States of America,2006,Annapolis,6,Drama
26000000,en,United States of America,2006,Little Children,6.9,Romance
26000000,en,United States of America,2006,Unaccompanied Minors,5.5,Comedy
27000000,en,United States of America,2006,Lucky Number Slevin,7.4,Drama
28000000,en,United States of America,2006,Just My Luck,5.8,Comedy
30000000,en,United States of America,2006,Ultraviolet,4.8,Science Fiction
30000000,en,United States of America,2006,Take the Lead,6.6,Music
30000000,en,United States of America,2006,Idiocracy,6.3,Adventure
30000000,en,United States of America,2006,Stranger Than Fiction,7.1,Comedy
30000000,en,United States of America,2006,Gridiron Gang,6.6,Action
30000000,en,United States of America,2006,Miss Potter,6.3,Drama
31000000,en,United States of America,2006,Tristan & Isolde,6.4,Drama
32000000,en,United States of America,2006,Nacho Libre,5.6,Comedy
32000000,en,United States of America,2006,The Good German,5.9,War
33000000,en,United States of America,2006,Snakes on a Plane,5.1,Action
35000000,en,United States of America,2006,The Devil Wears Prada,7,Comedy
35000000,en,United States of America,2006,Zoom,4.9,Family
35000000,en,United States of America,2006,The Fountain,6.8,Drama
35000000,en,United States of America,2006,A Good Year,6.5,Comedy
35000000,en,United States of America,2006,The Nativity Story,6.4,Drama
37665000,en,United States of America,2006,Freedomland,5.2,Drama
38000000,en,United States of America,2006,Pulse,5,Horror
40000000,en,United States of America,2006,Big Momma's House 2,5.4,Comedy
40000000,en,United States of America,2006,Eight Below,6.7,Adventure
40000000,en,United States of America,2006,Marie Antoinette,6.5,Drama
40000000,en,United States of America,2006,The Lake House,6.5,Romance
40000000,en,United States of America,2006,Stormbreaker,5.1,Adventure
40000000,en,United States of America,2006,The Illusionist,7.1,Fantasy
40000000,en,United States of America,2006,The Wicker Man,4,Mystery
40000000,en,United States of America,2006,The Prestige,8,Drama
40000000,en,United States of America,2006,Apocalypto,7.3,Action
45000000,en,United States of America,2006,Last Holiday,6.4,Adventure
45000000,en,United States of America,2006,Firewall,5.6,Thriller
45000000,en,United States of America,2006,Inside Man,7.3,Crime
45000000,en,United States of America,2006,Scary Movie 4,5.3,Comedy
47000000,en,United States of America,2006,Happily N'Ever After,4.6,Animation
50000000,en,United States of America,2006,Underworld: Evolution,6.4,Fantasy
50000000,en,United States of America,2006,Curious George,6.1,Adventure
50000000,en,United States of America,2006,The Shaggy Dog,4.5,Comedy
50000000,en,United States of America,2006,Failure to Launch,5.5,Comedy
50000000,en,United States of America,2006,Silent Hill,6.3,Horror
50000000,en,United States of America,2006,RV,5.6,Comedy
50000000,en,United States of America,2006,The Ant Bully,5.5,Fantasy
50000000,en,United States of America,2006,Perfume: The Story of a Murderer,7.1,Crime
50000000,en,United States of America,2006,The Black Dahlia,5.7,Drama
50000000,en,United States of America,2006,Goya's Ghosts,6.6,Drama
51000000,en,United States of America,2006,Barnyard,5.3,Animation
52000000,en,United States of America,2006,The Break-Up,5.6,Romance
54000000,en,United States of America,2006,V for Vendetta,7.7,Action
54000000,en,United States of America,2006,"You, Me and Dupree",5.4,Comedy
55000000,en,United States of America,2006,16 Blocks,6.2,Action
55000000,en,United States of America,2006,All the King's Men,5.7,Drama
55000000,en,United States of America,2006,The Pursuit of Happyness,7.7,Drama
60000000,en,United States of America,2006,The Sentinel,5.8,Action
60000000,en,United States of America,2006,Flyboys,6.3,Action
63000000,en,United States of America,2006,World Trade Center,5.9,Drama
64000000,en,United States of America,2006,Little Man,5.3,Comedy
65000000,en,United States of America,2006,300,7,Action
65000000,en,United States of America,2006,We Are Marshall,6.7,Drama
70000000,en,United States of America,2006,Basic Instinct 2,4.6,Crime
70000000,en,United States of America,2006,The Guardian,6.8,Action
70000000,en,United States of America,2006,Dreamgirls,6.6,Drama
72500000,en,United States of America,2006,Talladega Nights: The Ballad of Ricky Bobby,6.2,Comedy
75000000,en,United States of America,2006,Lady in the Water,5.3,Drama
75000000,en,United States of America,2006,Monster House,6.3,Animation
75000000,en,United States of America,2006,Déjà Vu,6.6,Action
76000000,en,United States of America,2006,Children of Men,7.4,Drama
80000000,en,United States of America,2006,The Wild,5.1,Family
80000000,en,United States of America,2006,Ice Age: The Meltdown,6.5,Animation
80000000,en,United States of America,2006,Over the Hedge,6.3,Comedy
82500000,en,United States of America,2006,Click,6,Comedy
85000000,en,United States of America,2006,The Fast and the Furious: Tokyo Drift,6.1,Action
85000000,en,United States of America,2006,Open Season,6.1,Adventure
85000000,en,United States of America,2006,The Holiday,6.7,Comedy
85000000,en,United States of America,2006,The Good Shepherd,6.3,Drama
85000000,en,United States of America,2006,Charlotte's Web,5.8,Comedy
86000000,en,United States of America,2006,Arthur and the Invisibles,6,Adventure
90000000,en,United States of America,2006,The Departed,7.9,Drama
90000000,en,United States of America,2006,Flags of Our Fathers,6.7,War
90000000,en,United States of America,2006,Payback: Straight Up,6.8,Action
100000000,en,United States of America,2006,Happy Feet,5.9,Animation
100000000,en,United States of America,2006,Blood Diamond,7.4,Drama
100000000,en,United States of America,2006,Eragon,4.9,Fantasy
110000000,en,United States of America,2006,Night at the Museum,6.4,Action
120000000,en,United States of America,2006,Cars,6.6,Animation
125000000,en,United States of America,2006,The Da Vinci Code,6.5,Thriller
135000000,en,United States of America,2006,Miami Vice,5.7,Action
149000000,en,United States of America,2006,Flushed Away,6,Adventure
150000000,en,United States of America,2006,Mission: Impossible III,6.5,Adventure
150000000,en,United States of America,2006,Casino Royale,7.3,Adventure
160000000,en,United States of America,2006,Poseidon,5.5,Adventure
200000000,en,United States of America,2006,Pirates of the Caribbean: Dead Man's Chest,7,Adventure
210000000,en,United States of America,2006,X-Men: The Last Stand,6.3,Adventure
270000000,en,United States of America,2006,Superman Returns,5.4,Adventure
30000000,en,United States of America,2007,Too Young to Marry,3.6,Comedy
30000000,en,United States of America,2007,Delta Farce,4.5,Action
30000000,en,United States of America,2007,Bigfoot Lives,0,
30000000,en,United States of America,2007,Scrambled Beer,0,Comedy
30000000,en,United States of America,2007,Black Water,5.9,Adventure
30000000,en,United States of America,2007,Pop Skull,3.7,Horror
30000000,en,United States of America,2007,Quiet City,6.6,Drama
30000000,en,United States of America,2007,Fall from Grace,7.3,Documentary
30000000,en,United States of America,2007,Bianca Beauchamp: All Access,8,Documentary
30000000,en,United States of America,2007,Trigger Man,4.1,Action
30000000,en,United States of America,2007,Paranormal Activity,5.9,Horror
30000000,en,United States of America,2007,In Search of a Midnight Kiss,6.4,Comedy
30000000,en,United States of America,2007,Sick Girl,6,Thriller
30000000,en,United States of America,2007,The Signal,5.9,Action
120000,en,United States of America,2007,A Dog's Breakfast,5.9,Comedy
130000,en,United States of America,2007,The House of Usher,5,Drama
160000,en,United States of America,2007,Once,7.4,Drama
190000,en,United States of America,2007,Murder Party,5.8,Comedy
200000,en,United States of America,2007,Anita O'Day: The Life of a Jazz Singer,0,Documentary
200000,en,United States of America,2007,The Union: The Business Behind Getting High,7.2,Comedy
200000,en,United States of America,2007,Dead Man's Hand,4.5,Horror
200000,en,United States of America,2007,Trap,5,Drama
230400,en,United States of America,2007,Goal! II: Living the Dream,5.8,Drama
250000,en,United States of America,2007,Heckler,5.7,Documentary
250000,en,United States of America,2007,King Lines,6.3,Adventure
250000,en,United States of America,2007,Unholy,2.8,Horror
475000,en,United States of America,2007,Blackbird,4,Drama
500000,en,United States of America,2007,Rolling,6,Drama
500000,en,United States of America,2007,Love and Mary,5.3,Comedy
500000,en,United States of America,2007,Boy Culture,6,Drama
500000,en,United States of America,2007,One Day Like Rain,4.7,Drama
500000,en,United States of America,2007,Heber Holiday,5.2,Comedy
700000,en,United States of America,2007,The Tracey Fragments,5.9,Drama
825000,en,United States of America,2007,After Sex,5.2,Comedy
850000,en,United States of America,2007,Chill,3.5,Horror
859314,en,United States of America,2007,The Devil Dared Me To,5.6,Action
1000000,en,United States of America,2007,Three Can Play That Game,4.3,Comedy
1000000,en,United States of America,2007,Itty Bitty Titty Committee,6,Comedy
1000000,en,United States of America,2007,Stripper Academy,0.7,Comedy
1000000,en,United States of America,2007,Taxi to the Dark Side,6.6,Documentary
1100000,en,United States of America,2007,Everybody Wants to Be Italian,5.5,Comedy
1400000,en,United States of America,2007,The Matriarch,5.3,Comedy
1500000,en,United States of America,2007,Spiral,6.6,Drama
1500000,en,United States of America,2007,Hallowed Ground,4.4,Horror
1500000,en,United States of America,2007,Decoys 2: Alien Seduction,5.4,Horror
1500000,en,United States of America,2007,Ed Gein: The Butcher of Plainfield,2.9,Crime
1500000,en,United States of America,2007,Half Past Dead 2,5.6,Crime
1500000,en,United States of America,2007,Young People Fucking,5.9,Comedy
1500000,en,United States of America,2007,My Name Is Bruce,5.9,Comedy
2000000,en,United States of America,2007,Broken English,6.6,Comedy
2000000,en,United States of America,2007,Ice Spiders,3.5,Horror
2000000,en,United States of America,2007,In the Shadow of the Moon,7.6,Documentary
2000000,en,United States of America,2007,Shadow Puppets,4.4,Horror
2000000,en,United States of America,2007,Watching the Detectives,6.6,Comedy
2000000,en,United States of America,2007,Waitress,6.6,Comedy
2000000,en,United States of America,2007,Grizzly Rage,3.6,Thriller
2000000,en,United States of America,2007,No End in Sight,7.3,Documentary
2000000,en,United States of America,2007,An American Crime,7.3,Crime
2000000,en,United States of America,2007,Diary of the Dead,5.4,Horror
2000000,en,United States of America,2007,Lost Signal,3.7,Horror
2000000,en,United States of America,2007,A Dennis the Menace Christmas,4.8,Comedy
2000000,en,United States of America,2007,Missionary Man,5.5,Action
2200000,en,United States of America,2007,Steam,4.7,Drama
2349352,en,United States of America,2007,Saving Sarah Cain,5.5,Drama
2500000,en,United States of America,2007,The Gene Generation,4.7,Action
2500000,en,United States of America,2007,Eye of the Dolphin,7.1,Drama
2600000,en,United States of America,2007,Timber Falls,5.2,Horror
2691570,en,United States of America,2007,The Border,5.3,Drama
2800000,en,United States of America,2007,Heavy Petting,3.8,Comedy
3000000,en,United States of America,2007,Ghost Writer,6.3,Comedy
3000000,en,United States of America,2007,Night Of The Living Dead 3D,4,Horror
3000000,en,United States of America,2007,7eventy 5ive,4.8,Horror
3000000,en,United States of America,2007,Frontier(s),6,Drama
3000000,en,United States of America,2007,The Haunting Hour: Don't Think About It,5.6,Fantasy
3000000,en,United States of America,2007,The Tattooist,5.1,Thriller
3500000,en,United States of America,2007,Superman: Doomsday,6.5,Action
3550000,en,United States of America,2007,Defenders of Riga,6,Action
3800000,en,United States of America,2007,Species: The Awakening,4.3,Horror
4000000,en,United States of America,2007,Adrift in Manhattan,5.7,Drama
4000000,en,United States of America,2007,Son of Rambow,6.7,Comedy
4000000,en,United States of America,2007,You Kill Me,6.2,Comedy
4000000,en,United States of America,2007,Nobel Son,6.4,Comedy
4000000,en,United States of America,2007,Purple Violets,5.7,Comedy
4000000,en,United States of America,2007,Go Go Tales,5.4,Comedy
4000000,en,United States of America,2007,IMAX Mummies Secrets Of The Pharohs,6.9,Drama
4000000,en,United States of America,2007,Wrong Turn 2: Dead End,5.5,Horror
4000000,en,United States of America,2007,Battle for Terra,6,Action
4000000,en,United States of America,2007,Rise of the Footsoldier,6.8,Action
4000000,en,United States of America,2007,December Boys,6.2,Drama
4002313,en,United States of America,2007,To Rob a Thief,6,Action
4200000,en,United States of America,2007,A Plumm Summer,5.7,Adventure
4500000,en,United States of America,2007,Boogeyman 2,5.2,Horror
4600000,en,United States of America,2007,Savage Grace,5.7,Drama
5000000,en,United States of America,2007,Redacted,6.2,Drama
5000000,en,United States of America,2007,Spin,5.8,Comedy
5000000,en,United States of America,2007,Stuck,6.1,Crime
5000000,en,United States of America,2007,"Have Dreams, Will Travel",7.8,Drama
5000000,en,United States of America,2007,Meet Bill,5.9,Comedy
5000000,en,United States of America,2007,The Black Pimpernel,6.1,Drama
5400000,en,United States of America,2007,The Grand,6.3,Comedy
6000000,en,United States of America,2007,Wind Chill,5.7,Drama
6000000,en,United States of America,2007,Daddy Day Camp,4.4,Comedy
6500000,en,United States of America,2007,Elf Bowling the Movie,2,Animation
7000000,en,United States of America,2007,Zeitgeist,7,Documentary
7500000,en,United States of America,2007,Juno,7,Comedy
8000000,en,United States of America,2007,Cinderella III: A Twist in Time,6,Animation
8000000,en,United States of America,2007,Hallam Foe,6.8,Drama
8000000,en,United States of America,2007,Brooklyn Rules,5.8,Drama
8000000,en,United States of America,2007,Battle in Seattle,6.3,Action
8000000,en,United States of America,2007,The Life Before Her Eyes,6.1,Thriller
8000000,en,United States of America,2007,Eichmann,5.7,History
8000000,en,United States of America,2007,P2,5.7,Horror
9000000,en,United States of America,2007,Death at a Funeral,6.9,Comedy
9000000,en,United States of America,2007,Sicko,7.3,Documentary
9000000,en,United States of America,2007,Gracie,6,Drama
9000000,en,United States of America,2007,How About You...,6.2,Comedy
10000000,en,United States of America,2007,The Hitcher,5.6,Action
10000000,en,United States of America,2007,Until Death,4.9,Action
10000000,en,United States of America,2007,The Walker,5,Crime
10000000,en,United States of America,2007,Daddy's Little Girls,6.6,Comedy
10000000,en,United States of America,2007,Reno 911!: Miami,5.6,Action
10000000,en,United States of America,2007,In the Land of Women,5.8,Romance
10000000,en,United States of America,2007,Seed,3.6,Horror
10000000,en,United States of America,2007,My Blueberry Nights,6.1,Drama
10000000,en,United States of America,2007,Margot at the Wedding,5.9,Comedy
10000000,en,United States of America,2007,"Run, Fatboy, Run",6.2,Comedy
10000000,en,United States of America,2007,BloodRayne: Deliverance,3.2,Action
10000000,en,United States of America,2007,Saw IV,5.9,Horror
10000000,en,United States of America,2007,Blonde Ambition,3.9,Comedy
10200000,en,United States of America,2007,Hostel: Part II,5.6,Horror
11000000,en,United States of America,2007,I Think I Love My Wife,5,Comedy
11000000,en,United States of America,2007,September Dawn,5,Drama
11000000,en,United States of America,2007,Shake Hands With the Devil,7,Drama
12000000,en,United States of America,2007,Urban Justice,5.4,Crime
12000000,en,United States of America,2007,Trade,6.8,Drama
12000000,en,United States of America,2007,Hot Fuzz,7.4,Crime
12000000,en,United States of America,2007,Flight of Fury,4.5,Action
12000000,en,United States of America,2007,I Know Who Killed Me,4,Crime
12000000,en,United States of America,2007,Married Life,6.1,Crime
12000000,en,United States of America,2007,Trick 'r Treat,6.7,Horror
12000000,en,United States of America,2007,Lars and the Real Girl,7.1,Comedy
12000000,en,United States of America,2007,Whisper,6.2,Crime
13000000,en,United States of America,2007,Highlander V: The Source,3.5,Action
13000000,en,United States of America,2007,Stomp the Yard,6.1,Drama
13000000,en,United States of America,2007,This Christmas,7.2,Comedy
14000000,en,United States of America,2007,Fishtales,4,Fantasy
15000000,en,United States of America,2007,The Good Night,5.7,Comedy
15000000,en,United States of America,2007,Angel,5.3,Romance
15000000,en,United States of America,2007,The Hills Have Eyes 2,5.2,Horror
15000000,en,United States of America,2007,Earth,7.5,Documentary
15000000,en,United States of America,2007,28 Weeks Later,6.5,Horror
15000000,en,United States of America,2007,U2 3D,6.7,Music
15000000,en,United States of America,2007,Halloween,5.9,Horror
15000000,en,United States of America,2007,Into the Wild,7.8,Adventure
15000000,en,United States of America,2007,Why Did I Get Married?,6.1,Comedy
15000000,en,United States of America,2007,The Comebacks,4.9,Comedy
15000000,en,United States of America,2007,Funny Games,6.3,Horror
15000000,en,United States of America,2007,The Great Debaters,6.9,Drama
16000000,en,United States of America,2007,A Mighty Heart,6.7,Drama
16000000,en,United States of America,2007,The Messengers,5.6,Mystery
16000000,en,United States of America,2007,The Lookout,6.6,Crime
16000000,en,United States of America,2007,Things We Lost in the Fire,6.7,Drama
16000000,en,United States of America,2007,The Darjeeling Limited,7.1,Adventure
16000000,en,United States of America,2007,Assembly,7.1,Action
16500000,en,United States of America,2007,Becoming Jane,6.9,Drama
16500000,en,United States of America,2007,Sydney White,6,Comedy
17000000,en,United States of America,2007,Captivity,4.4,Crime
18000000,en,United States of America,2007,Before the Devil Knows You're Dead,6.9,Crime
18000000,en,United States of America,2007,The Mist,6.7,Science Fiction
19000000,en,United States of America,2007,Vacancy,6,Horror
19000000,en,United States of America,2007,Gone Baby Gone,7.2,Crime
20000000,en,United States of America,2007,Code Name: The Cleaner,4.7,Action
20000000,en,United States of America,2007,Epic Movie,3.2,Action
20000000,en,United States of America,2007,Premonition,5.8,Thriller
20000000,en,United States of America,2007,Dead Silence,6.2,Horror
20000000,en,United States of America,2007,Reign Over Me,7.1,Drama
20000000,en,United States of America,2007,Disturbia,6.6,Thriller
20000000,en,United States of America,2007,Georgia Rule,5.6,Comedy
20000000,en,United States of America,2007,Mr. Brooks,6.8,Drama
20000000,en,United States of America,2007,Butterfly on a Wheel,6.3,Crime
20000000,en,United States of America,2007,Superbad,7,Comedy
20000000,en,United States of America,2007,The Nanny Diaries,6.1,Comedy
20000000,en,United States of America,2007,Death Sentence,6.4,Action
20000000,en,United States of America,2007,Flawless,6.6,Crime
20000000,en,United States of America,2007,Death Defying Acts,5.5,Drama
20000000,en,United States of America,2007,Silk,5.6,Drama
20000000,en,United States of America,2007,I'm Not There.,6.6,Drama
20000000,en,United States of America,2007,The Kite Runner,7.3,Drama
21000000,en,United States of America,2007,Freedom Writers,7.6,Crime
21000000,en,United States of America,2007,We Own the Night,6.5,Drama
22000000,en,United States of America,2007,The Death and Life of Bobby Z,5.8,Drama
22000000,en,United States of America,2007,Mr. Woodcock,4.9,Comedy
22000000,en,United States of America,2007,The Game Plan,6,Comedy
23000000,en,United States of America,2007,In the Valley of Elah,6.6,History
23000000,en,United States of America,2007,Closing the Ring,6.3,Drama
24000000,en,United States of America,2007,I Could Never Be Your Woman,5.7,Comedy
24000000,en,United States of America,2007,Hitman,5.9,Action
25000000,en,United States of America,2007,Mr. Bean's Holiday,6.1,Family
25000000,en,United States of America,2007,Death Proof,6.7,Action
25000000,en,United States of America,2007,1408,6.5,Horror
25000000,en,United States of America,2007,War,6,Action
25000000,en,United States of America,2007,Cleaner,5.9,Crime
25000000,en,United States of America,2007,Good Luck Chuck,5.6,Comedy
25000000,en,United States of America,2007,Michael Clayton,6.6,Drama
25000000,en,United States of America,2007,Dan in Real Life,6.5,Comedy
25000000,en,United States of America,2007,No Country for Old Men,7.7,Crime
25000000,en,United States of America,2007,August Rush,7.2,Family
25000000,en,United States of America,2007,There Will Be Blood,7.9,Drama
26000000,en,United States of America,2007,Redline,4.5,Action
27500000,en,United States of America,2007,Rendition,6.2,Drama
28000000,en,United States of America,2007,No Reservations,6.1,Comedy
30000000,en,United States of America,2007,Goodbye Bafana,7,History
30000000,en,United States of America,2007,88 Minutes,5.7,Crime
30000000,en,United States of America,2007,The Number 23,6.3,Thriller
30000000,en,United States of America,2007,The Invisible,6,Crime
30000000,en,United States of America,2007,Knocked Up,6.2,Comedy
30000000,en,United States of America,2007,Atonement,7.4,Drama
30000000,en,United States of America,2007,The Assassination of Jesse James by the Coward Robert Ford,7,Action
30000000,en,United States of America,2007,30 Days of Night,6.2,Horror
30000000,en,United States of America,2007,P.S. I Love You,7,Drama
34000000,en,United States of America,2007,TMNT,6,Adventure
35000000,en,United States of America,2007,License to Wed,5.3,Comedy
35000000,en,United States of America,2007,Lions for Lambs,6,Action
